"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003650","의정부중학교","03","공립","","N","단설","주간","19430510","19430510","4115011000","경기도 의정부시 가능동","652-56.","480814","11682","경기도 의정부시 가능로 75","(가능동)","37.7484483811","127.0397814014","031-876-0572","031-876-0574","https://ujb-m.goeujb.kr","남","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003651","천보중학교","03","공립","","N","단설","주간","20020114","20020114","4115010900","경기도 의정부시 금오동","469-2.","480130","11752","경기도 의정부시 부용로 61",", 천보중학교 (금오동)","37.750466987","127.0651179978","031-849-8600","031-852-3767","https://chunbo-m.goeujb.kr/","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003652","충의중학교","03","공립","","N","단설","주간","20020607","20020301","4115010600","경기도 의정부시 민락동","735-7번지.","480090","11803","경기도 의정부시 용현로 125","(민락동)","37.7421028533","127.0903797952","031-850-3203","031-852-6066","https://chungui-m.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003653","호원중학교","03","공립","","N","단설","주간","20001004","20000301","4115010200","경기도 의정부시 호원동","284-5.","480020","11639","경기도 의정부시 호암로 205","(호원동)","37.7194137558","127.044692936","031-829-0742","031-829-0744","howon-m.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003654","회룡중학교","03","공립","","N","단설","주간","19960301","19960301","4115010200","경기도 의정부시 호원동","274-25.","480020","11642","경기도 의정부시 안말로 45",", 회룡중학교 (호원동)","37.7153921361","127.0438330937","031-878-2234~6","031-878-2238","https://hoeryong-m.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003655","효자중학교","03","공립","","N","단설","주간","20020301","20020301","4115010400","경기도 의정부시 신곡동","768-2번지.","480864","11771","경기도 의정부시 부용로185번길 15","(신곡동, 효자중학교)","37.7522677393","127.0774971502","031-852-4136","031-852-4139","https://hyoja-m.goeujb.kr/hyoja-m/main.do","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003740","이천경남중학교","03","공립","","N","병설","주간","19550705","19550705","4150037021","경기도 이천시 설성면 금당리","175.","467881","17411","경기도 이천시 설성면 설성로15번길 26","(설성면, 경남중학교)","37.1361162994","127.5192301361","031-641-6038","031-641-5944","kyeongnam.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003741","대월중학교","03","공립","","N","단설","주간","19720414","19711227","4150035025","경기도 이천시 대월면 초지리","306-3번지.","467850","17343","경기도 이천시 대월면 대평로150번길 20",", 대월중학교 (대월면)","37.2244000656","127.4914990939","031-632-1006","031-634-7431","http://daewolms.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003742","마장중학교","03","공립","","N","단설","주간","19600303","19600303","4150034021","경기도 이천시 마장면 오천리","54번지.","467814","17387","경기도 이천시 마장면 오천로 130",", 마장중학교 (마장면)","37.2466461663","127.3580100253","031-632-5723","031-632-5727","https://mj.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003743","모가중학교","03","공립","","N","단설","주간","19491225","19491225","4150036021","경기도 이천시 모가면 진가리","227-1.","467872","17408","경기도 이천시 모가면 진상미로1385번길 114",", 모가중학교 (모가면)","37.1766641975","127.4734566785","031-632-3016","031-633-6996","https://mogams.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003745","백사중학교","03","공립","","N","단설","주간","19780130","19780130","4150032025","경기도 이천시 백사면 신대리","20-1.","467831","17310","경기도 이천시 백사면 이여로 309",", 백사중학교 (백사면)","37.3236735641","127.4739216149","031-634-6442","031-633-9394","https://icbaeksa.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003746","부발중학교","03","공립","","N","단설","주간","20020305","20020305","4150025321","",".","","17321","경기도 이천시 부발읍 죽당로 21",", 부발중학교 (부발읍)","37.2854248681","127.4950712186","031-631-9352","031-631-9354","bubal.ms.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003747","설봉중학교","03","공립","","N","단설","주간","19890126","19890126","4150010100","경기도 이천시 창전동","501-2.","467010","17358","경기도 이천시 향교로 117","(창전동)","37.2848107478","127.4512464149","031-645-9846","031-633-6339","https://seolbong.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003749","율면중학교","03","공립","","N","병설","주간","19500520","19500520","4150038021","경기도 이천시 율면 고당리","545.","467891","17423","경기도 이천시 율면 고당로 48",", 율면중학교 (율면)","37.0877183326","127.5426855501","031-641-0664","031-641-0665","yulmyun.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003750","이천송정중학교","03","공립","","N","단설","주간","20020301","20020301","4150011000","경기도 이천시 송정동","373-10.","467040","17344","경기도 이천시 영창로45번길 139","(송정동)","37.2935632859","127.4334254768","031-631-8300","031-631-8315","icsj.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003751","이천양정여자중학교","03","사립","","N","단설","주간","19461015","19461015","4150010200","경기도 이천시 관고동","77번지.","467020","17354","경기도 이천시 영창로 119","(관고동)","37.2846845396","127.4368522458","031-633-7804","031-633-7927","https://icyjms.goeic.kr/","녀","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003752","이천중학교","03","공립","","N","단설","주간","19450401","19450401","4150010700","경기도 이천시 안흥동","339-1.","467050","17361","경기도 이천시 애련정로 50",", 이천중학교 (안흥동)","37.2793324615","127.4561863221","031-634-7582","031-636-1654","https://icheon.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003754","장호원중학교","03","공립","","N","단설","주간","19540707","19530110","4150025033","경기도 이천시 장호원읍 노탑리","717번지.","467902","17419","경기도 이천시 장호원읍 샘재로 27-15","(장호원읍,장호원중학교)","37.1264890056","127.6170879477","0316412284","031-642-1786","janghowon-m.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003756","효양중학교","03","공립","","N","단설","주간","19980301","19960126","4150025327","경기도 이천시 부발읍 무촌리","533-2.","467863","17322","경기도 이천시 부발읍 효양로 231","효양중학교","37.2657636517","127.48214454","031-645-5002","031-637-4675","hyoyang-m.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003860","광탄중학교","03","사립","","N","단설","주간","19661219","19661219","4148035027","경기도 파주시 광탄면 신산리 181~219","232.","413854","10948","경기도 파주시 광탄면 혜음로 1128",", 16 (광탄면)","37.7834742167","126.8488820064","031-956-0010","031-947-3338","https://kwangtan-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003861","교하중학교","03","공립","","N","단설","주간","19710422","19710109","4148011300","",".","","10874","경기도 파주시 책향기로 194",", (동패동, 교하중학교)","37.7228792218","126.7207641666","031-8071-9600","031-941-9698","https://kyoha-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003862","문산동중학교","03","사립","","N","병설","주간","19700925","19700925","4148025021","경기도 파주시 문산읍 문산1리","95-9.","413904","10821","경기도 파주시 문산읍 독산로31번길 39","(문산읍, 파주고등학교,문산동중학교)","37.8602155694","126.7820201793","031-952-2645","031-954-2646","munsandong-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003863","문산북중학교","03","공립","","N","병설","주간","19610228","19610228","4148025022","경기도 파주시 문산읍 당동리","149.","413902","10819","경기도 파주시 문산읍 당동1로 22",", 문산북중학교 (문산읍)","37.8623735855","126.7768590738","031-950-9661","031-953-5149","https://munsanbuk-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003864","문산수억중학교","03","사립","","N","단설","주간","19690302","19690302","4148025321","경기도 파주시 파주읍 봉서리","산2.","413862","10836","경기도 파주시 파주읍 우계로 357","(파주읍,문산수억중학교)","37.8521451669","126.8015567956","031-952-2401","031-954-2982","sueok-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003865","문산중학교","03","공립","","N","단설","주간","19420407","19420407","4148010400","",".","","10849","경기도 파주시 평화로 190",", 문산중학교 (야동동)","37.7724225601","126.7623198019","031-943-2645","031-945-1984","munsan-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003866","법원여자중학교","03","공립","","N","단설","주간","19710308","19710308","4148025623","경기도 파주시 법원읍 가야리","57-1.","413871","10826","경기도 파주시 법원읍 자운서원로 31","(법원읍, 법원여자중학교)","37.8525726905","126.8688483219","031-958-0789","031-958-0301","beobwon-gm-m.goepj.kr","녀","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003867","봉일천중학교","03","공립","","N","단설","주간","19840116","19840116","4148026200","경기도 파주시 조리읍 봉일천리","257-10.","413823","10938","경기도 파주시 조리읍 두루봉로 47",", 봉일천중학교 (조리읍)","37.7483936026","126.8132250628","031-9565-900","031-9565-991","bongilchun-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003868","삼광중학교","03","사립","","N","병설","주간","19630215","19630215","4148037030","",".","","10801","경기도 파주시 적성면 청송로 701",", 삼광중학교 (적성면)","37.9452187785","126.88633159","031-958-5889","031-959-7563","samkwang-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003869","어유중학교","03","공립","","N","단설","주간","19791028","19791028","4148037021","경기도 파주시 적성면 어유지리","306번지.","413914","10804","경기도 파주시 적성면 율곡로 2875","(적성면)","37.9939667825","126.9882148902","031-958-4372","031-959-7559","https://eoyu-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003870","율곡중학교","03","사립","","N","병설","주간","19550503","19550503","4148025622","경기도 파주시 법원읍 법원2리","378번지.","413872","10826","경기도 파주시 법원읍 사임당로905번길 10",", 율곡중학교 (법원읍)","37.8491504436","126.8802846271","031-958-0834","031-958-0880","yulgok-m.goepj.kr","남","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003871","지산중학교","03","공립","","N","단설","주간","20020301","20020301","4148012200","경기도 파주시 교하읍 와동1리","593번지.","413833","10894","경기도 파주시 미래로 532","(와동동)","37.7249355578","126.7523581702","031-950-3400","031-946-7348","https://jisan-m.goepj.kr/","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003872","정목중학교","03","사립","","N","단설","주간","19590321","19590321","4148031000","경기도 파주시 월롱면","535번지.","413810","10945","경기도 파주시 월롱면 함영골길 10","정목고등학교,정목중학교","37.7744919469","126.7872391397","031-940-1910","031-941-5323","jm-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003873","파주중학교","03","사립","","N","단설","주간","19661218","19661218","4148025327","경기도 파주시 파주읍 연풍1리","산83-1.","413863","10834","경기도 파주시 파주읍 술이홀로 377",", 파주중학교 (파주읍)","37.8321560752","126.8287537674","031-950-9970","031-953-3957","paju-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003874","파평중학교","03","공립","","N","단설","주간","19800509","19800124","4148036026","경기도 파주시 파평면 금파리","288.","413881","10801","경기도 파주시 파평면 청송로 173",", 173 (파평면)","37.9200720023","126.8374119364","031-958-3327","031-959-7552","papyong-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003875","탄현중학교","03","공립","","N","단설","주간","19781129","19781129","4148032027","경기도 파주시 탄현면 축현리","577번지.","413843","10846","경기도 파주시 탄현면 열살미길 10","(탄현면)","37.8047354139","126.7230952067","031-934-1600","031-934-1699","tanhyon-m.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003988","세교중학교","03","공립","","N","단설","주간","20010305","20010105","4122012000","경기도 평택시 세교동","304-11번지.","450817","17842","경기도 평택시 영신로 198","(세교동) 세교중학교","37.013546613","127.08861533","031-615-9100","031-651-9103","segyo-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003989","라온중학교","03","사립","","N","단설","주간","19710301","19710301","4122010100","경기도 평택시 서정동","산5번지.","459010","17730","경기도 평택시 경기대로1376번길 38-6","(서정동, 라온중학교)","37.0693230165","127.0669104486","031-615-3390","031-666-7434","http://raon-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003990","송탄중학교","03","공립","","N","단설","주간","19950510","19940715","4122011000","경기도 평택시 지산동","1195번지.","459110","17729","경기도 평택시 지산3로10번길 5","(지산동)","37.076477609","127.0667547958","031-667-5985","031-667-5988","songtan-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003992","신한중학교","03","사립","","N","단설","주간","19660222","19660222","4122011800","경기도 평택시 비전동","산76-12.","450152","17899","경기도 평택시 신한1길","26","36.9944497697","127.1033766657","031-653-8116","031-651-3102","https://shinhan-m.goept.kr","남","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003993","안일중학교","03","공립","","N","단설","주간","19550603","19550503","4122025330","경기도 평택시 안중읍 현화리","844-1.","451885","17939","경기도 평택시 안중읍 안중로 25",", 안일중학교 (안중읍)","36.9841659315","126.9244255873","031-660-9801","031-681-2158","anil-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003994","안중중학교","03","사립","","N","단설","주간","19530506","19530506","4122025330","경기도 평택시 안중읍 현화리","산83.","451885","17932","경기도 평택시 안중읍 안중믿음길 32",", 안중중학교 (안중읍)","36.9867667836","126.9221360709","031-683-3107","031-683-3109","http://anjung-m.goept.kr","남","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003995","오성중학교","03","사립","","N","단설","주간","19671028","19610529","4122034021","",".","","17819","경기도 평택시 오성면 오성새싹길 6","(오성면)","37.0089285104","126.9804587044","031-681-1100","031-681-3350","oseong-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003996","은혜중학교","03","사립","","N","단설","주간","19680404","19680404","4122010800","",".","","17731","경기 평택시 장안웃길 66","(장안동)","37.0673437695","127.0793989935","031-612-1000","031-611-1092","eunhye-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003997","진위중학교","03","사립","","N","단설","주간","19530615","19530615","4122031029","경기도 평택시 진위면 가곡리","505번지.","451861","17714","경기도 평택시 진위면 진위서로 47","(진위면, 진위고등학교, 진위중학교)","37.111787451","127.0688649565","031-646-0100","031-668-1308","jinwee-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003998","청담중학교","03","사립","","N","단설","주간","19701115","19700113","4122025022","경기도 평택시 팽성읍 남산리","96번지.","451803","17991","경기도 평택시 팽성읍 부용로56번길 20","(팽성읍)","36.9624606762","127.0630349085","031-691-8801","031-691-2321","cheongdam-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090003999","청북중학교","03","공립","","N","단설","주간","19720303","19720303","4122025926","경기도 평택시 청북면 토진리","70-5번지.","451831","17797","경기도 평택시 청북읍 건의길 46","(청북읍)","37.0425971439","126.9473438075","031-683-5032","031-683-3751","https://cheongbuk-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004000","태광중학교","03","사립","","N","단설","주간","19620106","19620106","4122011200","경기도 평택시 신장동","263.","459120","17767","경기도 평택시 탄현1로 155","(신장동)","37.0734028314","127.0531317945","031-646-5212","031-611-5607","https://taekwang-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004002","평택여자중학교","03","공립","","N","단설","주간","19540905","19540905","4122011800","경기도 평택시 비전2동","236-21번지.","450152","17899","경기도 평택시 평택4로 60","(비전동)","36.9930948044","127.103073775","031-690-0910","031-690-0999","https://pyeongtaek-gm-m.goept.kr/","녀","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004003","평택중학교","03","공립","","N","단설","주간","19471023","19471023","4122012400","",".","","18033","경기도 평택시 용죽2로 95","(용이동)","36.9955636942","127.1256054154","031-646-5000","031-646-5099","pyeongtaek-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004004","포승중학교","03","공립","","N","단설","주간","19740105","19740105","4122025627","경기도 평택시 포승읍 방림리","산 73-2번지.","451823","17965","경기도 평택시 포승읍 서동대로 1138",", 포승중학교 (포승읍)","36.9819622123","126.8817782827","031-681-2760","031-681-1819","https://poseung-m.goept.kr/poseung-m/main.do","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004005","한광여자중학교","03","사립","","N","단설","주간","19670908","19670908","4122011800","경기도 평택시 비전2동","504-14.","450152","17888","경기도 평택시 중앙1로 115","(비전동, 한광여자중학교)","36.9974747767","127.0957707773","031-651-3128","031-651-3135","https://hkg-m.goept.kr/","녀","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004006","한광중학교","03","사립","","N","단설","주간","19550409","19550409","4122011800","경기도 평택시 비전동","504.","450152","17888","경기도 평택시 중앙1로 115",", 한광중학교 (비전동)","36.9962425885","127.0973801769","031-651-3118","031-651-3107","https://hk-m.goept.kr","남","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004007","현화중학교","03","공립","","N","단설","주간","19990115","19990115","4122025330","경기도 평택시 안중읍 현화리","827.","451885","17938","경기도 평택시 안중읍 현화중앙길 41","(안중읍,현화중학교)","36.9822960038","126.9200290345","031-615-5042","031-615-5009","hh-m.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090004008","효명중학교","03","사립","","N","단설","주간","19530521","19530521","4122010200","경기도 평택시 장당동","470번지.","459020","17784","경기도 평택시 송탄로 51","(장당동, 효명중고등학교)","37.0494695394","127.0548778162","031-611-5000","031-611-5005","hmj-m.goept.kr/","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004164","갈월중학교","03","공립","","N","단설","주간","20010301","20010301","4165025027","경기도 포천시 소흘읍 이가팔리","487번지.","487825","11181","경기도 포천시 소흘읍 죽엽산로 56-12","(소흘읍,갈월중학교)","37.8240073904","127.1532587132","031-540-2100","031-543-2766","http://galwol-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004165","경북중학교","03","공립","","N","단설","주간","19560326","19560326","4165033022","경기도 포천시 가산면 감암리","194.","487812","11164","경기도 포천시 가산면 감암길 16",", 경북중학교 (가산면,경북중학교)","37.849713382","127.1880846338","031-544-1815","031-541-1815","http://kyongbuk-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004166","관인중학교","03","공립","","N","병설","주간","19550427","19550427","4165040024","경기도 포천시 관인면 탄동리","607-3.","487936","11101","경기도 포천시 관인면 관인로 20","(관인면)","38.1588856738","127.2503255055","031-538-8203","031-534-0254","kwanin-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004167","내촌중학교","03","공립","","N","단설","주간","19790429","19790106","4165032023","",".","","11192","경기도 포천시 내촌면 금강로2259번길 7-7","(내촌면,내촌중학교)","37.7794252179","127.2246258358","031-532-2461","031-532-6461","http://ponaechon-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004168","동남중학교","03","사립","","N","단설","주간","19561228","19561228","4165025021","경기도 포천시 소흘읍 송우1리","537-1.","487823","11176","경기도 포천시 소흘읍 솔모루로3번길 69","(소흘읍, 동남중고등학교)","37.8277861274","127.1339384076","031-540-5500","031-542-0146","http://dongnam-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004169","삼성중학교","03","공립","","N","단설","주간","19800307","19800307","4165034028","",".","","11136","경기도 포천시 신북면 삼성당길 7","(신북면, 삼성중학교)","37.9484725083","127.189537567","031-531-6852","031-531-6854","https://pocheonsamsung-m.goepc.kr/","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004170","영북중학교","03","공립","","N","단설","주간","19610605","19610605","4165039021","경기도 포천군 영북면 운천리","385-1.","487892","11104","경기도 포천시 영북면 영북로 214","(영북면)","38.093666287","127.2779594425","031-531-1754","031-534-2754","http://youngbuk-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004171","영중중학교","03","공립","","N","단설","주간","19700301","19700301","4165036000","",".","","11129","경기도 포천시 영중면 양문로1길 23","(영중면,영중중학교)","38.0006128645","127.245209606","031-532-6712","031-531-6731","https://youngjung-m.goepc.kr/youngjung-m/main.do","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004172","이동중학교","03","공립","","N","단설","주간","19690619","19681012","4165038021","경기도 포천시 이동면 장암리","180-1.","487863","11111","경기도 포천시 이동면 늠바위1길 13","(이동면)","38.0311036671","127.3739098132","031-532-4512","031-533-4199","http://idong-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004173","일동중학교","03","공립","","N","단설","주간","19550427","19550427","4165037023","경기도 포천시 일동면 기산4리","96-2번지.","487851","11116","경기도 포천시 일동면 화동로 1099번길 39",", 일동중학교 (일동면)","37.9612522399","127.3151432581","031-532-3814","031-531-9171","http://ildong-m.goepc.kr","남녀공학","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004174","포천여자중학교","03","공립","","N","단설","주간","19710109","19710109","4165034021","경기도 포천시 신북면 가채리","821.","487911","11140","경기도 포천시 신북면 중앙로197번길 65","(신북면, 포천여중)","37.9052309767","127.2004379644","031-534-6301","031-534-6304","https://pocheongirls-m.goepc.kr/","녀","N","","N"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004175","포천중학교","03","공립","","N","단설","주간","19480201","19480201","4165034021","",".","","11140","경기도 포천시 신북면 중앙로207번길 65","(신북면, 포천중학교)","37.9074590641","127.2019859188","031-534-6901","031-534-6905","http://pochon-m.goepc.kr","남","N","","N"
"경기도교육청","경기도화성오산교육지원청","","S090004259","남양중학교","03","공립","","N","단설","주간","19530422","19530422","4159026221","경기도 화성시 남양동","1665-2.","445010","18262","경기도 화성시 남양읍 시청로45번길 9-12","(남양읍)","37.2078912596","126.8213110729","031-355-9402","031-355-9405","https://hs-namyang-m.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","","S090004260","동학중학교","03","공립","","N","단설","주간","20020516","20020105","4159012000","경기도 화성시 반월동","184-8.","445330","18377","경기도 화성시 영통로27번길 60",", 동학중학교 (반월동)","37.2331042164","127.0580397292","031-204-6229","031-204-1563","https://donghak-m.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시 동탄구","S090004261","동탄중학교","03","공립","","N","단설","주간","19860301","19851218","4159710500","경기도 화성시 동탄구","49-14.","445813","18476","경기도 화성시 동탄구 동탄대로시범길 97","(청계동)","37.1992355988","127.1090979903","031-8077-4510","031-8077-4519","https://dongtan-m.goehs.kr/","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","","S090004263","발안중학교","03","공립","","N","단설","주간","19500515","19500515","4159025921","경기도 화성시 향남읍 평리","63-18번지.","445939","18592","경기도 화성시 향남읍 발안로 73",", 발안중학교 (향남읍)","37.132893285","126.9186823974","031-8077-2750","031-353-2386","https://baran-m.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시 효행구","S090004265","봉담중학교","03","공립","","N","단설","주간","20000301","20000301","4159325000","경기도 화성시 봉담읍 상리","11-40번지.","445891","18316","경기도 화성시 봉담읍 샘마을길 53","(봉담읍)봉담중학교","37.2165731943","126.9532935317","031-298-5816","031-298-5818","bongdam-m.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","","S090004266","비봉중학교","03","사립","","N","단설","주간","19610302","19610302","4159032021","",".","","18284","경기도 화성시 비봉면 양노로109번길 5",", 비봉중학교 (비봉면)","37.2385184574","126.8735305397","031-356-0795","031-356-8240","https://bibong-m.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시 만세구","S090004267","삼괴중학교","03","사립","","N","단설","주간","19540510","19540510","4159125032","경기도 화성시 우정읍 조암리","139.","445955","18564","경기도 화성시 우정읍 장안로 35",", 삼괴중학교 (우정읍)","37.0888846063","126.8223511813","031-351-3102","031-358-4313","https://samgoe-m.goehs.kr/","남","N","","N"
"경기도교육청","경기도화성오산교육지원청","","S090004268","서신중학교","03","사립","","N","단설","주간","19560401","19560401","4159035022","경기도 화성시 서신면 상안리","872.","445881","18555","경기도 화성시 만세구 서신면 바다뜰길 49-9","(상안리, 서신중학교)","37.1694080047","126.7009612832","031-355-0782","031-355-0786","https://seoshin-m.goehs.kr/","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004269","성호중학교","03","공립","","N","단설","주간","19920701","19920701","4137010300","경기도 오산시 원동","607-2.","447804","18150","경기도 오산시 동부대로436번길 34","(원동, 성호중학교)","37.1397774877","127.081180905","031-374-0147","031-374-0149","https://seongho-m.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","","S090004270","송산중학교","03","사립","","N","단설","주간","19530930","19530930","4159034021","경기도 화성시 송산면 사강리","558.","445874","18550","경기도 화성시 만세구 송산면 송산포도로 162(사강리 558번지)","(송산면, 송산중학교)","37.2160682761","126.7311627018","031-357-1021","031-357-0090","https://isongsan-m.goehs.kr/isongsan-m/main.do","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","","S090004271","안용중학교","03","사립","","N","단설","주간","19690228","19690228","4159012500","경기도 화성시 송산동","97번지.","445370","18358","경기도 화성시 효행로 833",", 안용중학교 (송산동)","37.2067952597","127.0202951365","031-237-4473","031-237-4472","https://anyong-m.goehs.kr/","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시 만세구","S090004272","양감중학교","03","공립","","N","단설","주간","19830727","19830727","4159136021","",".","","18632","경기도 화성시 만세구 양감면 초록로 49","(양감면)","37.0814605386","126.9518740186","031-352-8429","031-352-6913","yanggam-m.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004273","매홀중학교","03","공립","","N","단설","주간","19550417","19550417","4137010800","",".","","18114","경기도 오산시 내삼미로48번길 17","(수청동)","37.1682010815","127.0688485553","031-374-2632","031-373-2957","maehol-m.goehs.kr","남녀공학","N","","N"
