"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경기도교육청","경기도용인교육지원청","","S090003553","제일초등학교","02","공립","","N","단설","주간","19471202","19471202","4146136024","경기도 용인시 처인구 양지면 제일리","85번지.","17162","17162","경기도 용인시 처인구 양지면 중부대로2517번길 42-7",", 제일초등학교 (양지면)","37.2426661967","127.3132084763","031-338-0268","031-338-5931","jeil-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 처인구","S090003554","좌항초등학교","02","공립","","N","단설","주간","19500201","19500201","4146134023","경기도 용인시 처인구 원삼면 좌항리","126-4 좌항초등학교.","449871","17166","경기도 용인시 처인구 원삼면 원양로 603","(원삼면, 좌항초등학교)","37.201829711","127.3203704536","031-332-8026","031-334-8759","jwahang-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090003555","죽전초등학교","02","공립","","N","단설","주간","19990901","19990901","4146510200","경기도 용인시 수지구 죽전동","513-1번지.","448162","16866","경기도 용인시 수지구 용구대로2772번길 15","(죽전동,죽전초등학교)","37.3337779081","127.1103755219","031-260-4703","031-263-6951","http://juckjeon-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090003556","청곡초등학교","02","공립","","N","단설","주간","20010510","20010301","4146311100","경기도 용인시 기흥구 영덕동","20번지.","446908","17095","경기도 용인시 기흥구 덕영대로2077번길 52",", 청곡초등학교 (영덕동)","37.267335888","127.0931554132","031-323-8900","031-284-0934","https://cheonggok-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090003558","토월초등학교","02","공립","","N","병설","주간","19950301","19950301","4146510100","경기도 용인시 수지구 풍덕천동","698-1.","448171","16838","경기도 용인시 수지구 수지로296번길 3",", 토월초등학교 (풍덕천동, 토월초등학교)","37.3251945259","127.0915479221","031-261-4582","031-261-4585","http://to-wol-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 처인구","S090003559","포곡초등학교","02","공립","","N","단설","주간","19330901","19330901","4146125027","경기도 용인시 처인구 포곡읍 전대리","179.","449815","17023","경기도 용인시 처인구 포곡읍 부곡로 24","(포곡읍, 포곡초등학교)","37.2824874511","127.2191035443","031-332-5313","031-334-5644","pogok-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090003560","풍덕초등학교","02","공립","","N","단설","주간","19950301","19950301","4146510100","경기도 용인시 수지구 풍덕천1동 660~689","664-1.","448552","16830","경기도 용인시 수지구 수지로 367",", 풍덕초등학교 (풍덕천동)","37.3300752012","127.0952457849","031-261-0052","031-261-0055","pungduk-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090003561","풍천초등학교","02","공립","","N","단설","주간","20010820","20010820","4146510100","경기도 용인시 수지구 풍덕천동","1172번지.","448170","16925","경기도 용인시 수지구 진산로66번길 20","(풍덕천동,풍천초등학교)","37.3163971331","127.0957294178","031-272-4745","031-272-4744","pung1000-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","","S090003562","한터초등학교","02","공립","","N","단설","주간","19470401","19470401","4146136028","경기도 용인시 처인구 양지면 대대리","577번지.","449822","17039","경기도 용인시 처인구 양지면 한터로571번길 4",", 한터초등학교 (양지면)","37.2618344819","127.26865492","031-332-3325","031-334-2665","https://www.goeyi.kr/hanter-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090003563","홍천초등학교","02","공립","","N","단설","주간","20040301","20040301","4146510500","경기도 용인시 수지구 신봉동","910번지  .","448150","16817","경기도 용인시 수지구 신봉2로14번길 49",", 홍천초등학교 (신봉동)","37.3266193776","127.0799147009","031-326-3706","031-266-1856","hongcheon-e.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003656","가능초등학교","02","공립","","N","단설","주간","19610920","19610920","4115011000","",".","","11662","경기도 의정부시 의정로140번길 15",", 가능초등학교 (가능동)","37.7465071509","127.0358635966","031-872-8442","031-872-8740","https://kaneung-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003657","경의초등학교","02","공립","","N","단설","주간","19670426","19670426","4115010100","",".","","11698","경기도 의정부시 경의로 135",", 경의초등학교 (의정부동)","37.7338223035","127.0508366631","031-871-6253","031-871-6252","https://gyungeui-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003658","고산초등학교","02","공립","","N","단설","주간","19460901","19460901","4115011300","경기도 의정부시 고산동","464번지.","480060","11800","경기도 의정부시 문화로 41","고산초등학교","37.7263129389","127.1070182124","031-870-9800","031-870-9899","https://kosan-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003659","금오초등학교","02","공립","","N","단설","주간","19631230","19631230","4115010900","경기도 의정부시 금오동","산31-1.","480130","11762","경기도 의정부시 천보로 418",", 금오초등학교 (금오동)","37.7562174137","127.0659219262","031-846-6614","031-846-6618","https://kumo-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003660","녹양초등학교","02","공립","","N","단설","주간","19650901","19650901","4115011100","경기도 의정부시 녹양동","398번지 녹양초등학교.","480120","11604","경기도 의정부시 체육로 265-25",", 녹양초등학교","37.7632755765","127.0370701385","031-829-5492","031-878-2971","https://nogyang-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003661","동오초등학교","02","공립","","N","병설","주간","19960301","19960301","4115010400","경기도 의정부시 신곡2동","669-3.","480072","11740","경기도 의정부시 추동로23번길 10",", 동오초등학교 (신곡동)","37.7445772609","127.0584277324","031-844-8060","031-844-8065","https://dongo-e.goeujb.kr/","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003662","민락초등학교","02","공립","","N","단설","주간","19990901","19990901","4115010600","경기도 의정부시 민락동","692-2.","480861","11805","경기도 의정부시 용현로159번길 26","(민락동, 민락초등학교)","37.7422254327","127.0949046133","031-851-3813","031-851-3815","https://minrak-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003663","발곡초등학교","02","공립","","N","단설","주간","19980402","19980301","4115010400","경기도 의정부시 신곡동","727-3.","480070","11739","경기도 의정부시 동일로454번길",", 74 (신곡동)","37.7283718396","127.0630477236","031-878-8372","031-878-3196","https://balgok-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003664","배영초등학교","02","공립","","N","단설","주간","19690401","19690302","4115010100","경기도 의정부시 의정부1동","299번지.","480011","11686","경기도 의정부시 가능로 135",", 20 (의정부동)","37.7478554795","127.047275495","031-845-5402","031-845-5405","https://baeyoung-e.goeujb.kr/baeyoung-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003665","새말초등학교","02","공립","","N","병설","주간","20030301","20020901","4115010400","경기도 의정부시 신곡2동","799-1.","480072","11779","경기도 의정부시 추동로124번길 37",", 새말초등학교 (신곡동,새말초등학교)","37.7463049326","127.0691309533","031-853-0225","031-853-0221","https://saemal-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003666","솔뫼초등학교","02","공립","","N","병설","주간","19990901","19990901","4115010500","경기도 의정부시 용현동","211-4.","480838","11796","경기도 의정부시 시민로 442",", 솔뫼초등학교 (용현동)","37.7315898685","127.0811193158","031-840-4275","031-840-4272","https://solmoe-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003667","송양초등학교","02","공립","","N","단설","주간","19500401","19500401","4115010700","경기도 의정부시 낙양동","205번지.","480080","11812","경기도 의정부시 송양로 49",", 송양초등학교 (낙양동)","37.7532779049","127.1120124465","031-851-8882","031-851-5994","https://songyang-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003669","신동초등학교","02","공립","","N","병설","주간","19990901","19990901","4115010400","경기도 의정부시 신곡동","561번지.","480832","11744","경기도 의정부시 시민로179번길 42",", 신동초등학교 (신곡동,신동초등학교)","37.7401171963","127.0552475174","031-840-4360","031-840-4368","https://sindong-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003670","어룡초등학교","02","공립","","N","단설","주간","20021004","20020901","4115010500","경기도 의정부시 용현동","547-5 어룡초등학교.","11772","11772","경기도 의정부시 부용로 241","(용현동, 어룡초등학교)","37.7478169967","127.0827436987","031-852-6285","031-852-6286","https://eoryong-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003671","오동초등학교","02","공립","","N","단설","주간","20010301","20010301","4115010600","경기도 의정부시 민락동","735-6.","480090","11803","경기도 의정부시 용민로 151","(민락동)","37.7429747741","127.0906622319","031-852-1071","031-852-1075","https://odong-e.goeujb.kr/odong-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003673","의순초등학교","02","공립","","N","단설","주간","20020601","20020601","4115010900","경기도 의정부시 금오동","469-3.","480130","11752","경기도 의정부시 부용로 77","(금오동)","37.7508620116","127.0660170288","031-852-8021","031-852-8026","https://uisun-e.goeujb.kr/","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003674","의정부부용초등학교","02","공립","","N","단설","주간","20020401","20020114","4115010600","경기도 의정부시 민락동","756-6.","480863","11810","경기도 의정부시 오목로 83","(민락동, 부용초등학교)","37.7362357332","127.0903908141","031-852-6355","031-852-6358","https://ubuyong-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003675","의정부서초등학교","02","공립","","N","단설","주간","19890504","19880206","4115011000","",".","","11672","경기도 의정부시 둔야로 57","(가능동,의정부서초등학교)","37.7412373177","127.0389152792","031-877-0293","031-877-0294","https://uijongbuseo-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003676","의정부신곡초등학교","02","공립","","N","병설","주간","19930901","19930901","4115010400","경기도 의정부시 신곡2동 670~680","686-1.","480833","11746","경기도 의정부시 능곡로 31",", 의정부신곡초등학교 (신곡동)","37.7412213601","127.0598092526","031-849-7003","031-841-1504","https://singok-e.goeujb.kr/singok-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003677","의정부용현초등학교","02","공립","","N","단설","주간","19921002","19921002","4115010500","경기도 의정부시 용현동","5-1번지.","480836","11788","경기도 의정부시 용민로 87",", 의정부용현초등학교 (용현동)","37.7389176458","127.0871652296","031-851-4814","031-851-7489","https://yonghyun-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003678","의정부장암초등학교","02","공립","","N","병설","주간","19930302","19930302","4115010300","경기도 의정부시 장암동","17-23.","480030","11719","경기도 의정부시 동일로 417","(장암동, 장암초등학교)","37.7256006108","127.059268097","031-873-9678","031-873-9679","https://ujbjangam-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003679","의정부중앙초등학교","02","공립","","N","병설","주간","18960920","18960920","4115010100","경기도 의정부시 의정부1동","224번지.","480011","11690","경기도 의정부시 호국로1291번길 17",", 의정부중앙초등학교 (의정부동)","37.7450797152","127.0469775948","031-846-2912","031-843-5451","https://joongang-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003680","의정부청룡초등학교","02","공립","","N","단설","주간","19980901","19980901","4115010400","경기도 의정부시 신곡동","702-1.","480070","11729","경기도 의정부시 장곡로322번길 21",", 의정부청룡초등학교 (신곡동)","37.733012863","127.0556438268","031-826-6012","031-826-6014","ujbcheongryong-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003681","의정부초등학교","02","공립","","N","병설","주간","19450930","19450930","4115010400","경기도 의정부시 신곡동","420-3.","480830","11735","경기도 의정부시 동일로522번길 30","(신곡동)","37.7347567416","127.0601273723","031-846-2257","031-843-3294","https://ujb-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003682","의정부호동초등학교","02","공립","","N","단설","주간","19980326","19980302","4115010200","경기도 의정부시 호원동","350-1.","480855","11627","경기도 의정부시 호동로 45","(호원동,의정부호동초등학교)","37.7299954899","127.0427436157","031-849-4400","031-878-0194","https://uhodong-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003685","호암초등학교","02","공립","","N","단설","주간","19580401","19580401","4115010200","경기도 의정부시 호원1동","226번지.","480021","11646","경기도 의정부시 호암로 47","(호원동)","37.7052715475","127.0460633961","031-872-3483","031-873-7889","https://hoam-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090003686","회룡초등학교","02","공립","","N","단설","주간","19951101","19951101","4115010200","경기도 의정부시 호원동","274-27.","480866","11642","경기도 의정부시 안말로 57","(호원동,회룡초등학교)","37.7153953164","127.0449581843","031-878-6124","031-878-6125","https://hoeryong-e.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003758","나래초등학교","02","공립","","N","병설","주간","19650301","19650301","4150025030","경기도 이천시 장호원읍 나래리","293-1.","467901","17414","경기도 이천시 장호원읍 이풍로63번길 114",", 나래초등학교 (장호원읍)","37.1699265143","127.5876834737","031-641-0972","031-641-6153","https://narae.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003760","대서초등학교","02","공립","","N","병설","주간","19460901","19460901","4150025025","경기도 이천시 장호원읍 대서리","14-1번지.","467903","17415","경기도 이천시 장호원읍 서동대로8487번길 23-24",", 대서초등학교 (장호원읍)","37.113460554","127.5761161281","031-642-4829","031-642-7910","icheon-daeseu.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003762","대월초등학교","02","공립","","N","단설","주간","19320211","19320211","4150035025","경기도 이천시 대월면 초지리","426-1번지.","467852","17343","경기도 이천시 대월면 대평로178번길 48","(대월면,대월초등학교)","37.2237279398","127.4927882375","031-632-1005","031-633-9375","https://daewol.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003763","도암초등학교","02","공립","","N","단설","주간","19540413","19540413","4150031026","경기도 이천시 신둔면 도암2리","358번지.","467842","17300","경기도 이천시 신둔면 증신로 550","(신둔면,도암초등학교)","37.3186828591","127.4422486533","031-632-7016","031-633-9327","https://doam.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003764","도지초등학교","02","공립","","N","단설","주간","19540413","19510601","4150032027","경기 이천시 백사면 도지리","410.","467832","17315","경기 이천시 백사면 청백리로 207","(백사면,도지초등학교)","37.3084859778","127.4830319713","031-635-3435","031-636-8737","dozi.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003766","마장초등학교","02","공립","","N","단설","주간","19200613","19200613","4150034021","",".","","17387","경기도 이천시 마장면 중앙로 25","마장초등학교","37.2539084312","127.3556558473","031-633-2565","031-633-4095","https://majang.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003772","백사초등학교","02","공립","","N","단설","주간","19210516","19210516","4150032021","경기도 이천시 백사면 현방리","93번지.","467831","17312","경기도 이천시 백사면 현방로 55","(백사면)","37.3386587962","127.4895569355","031-632-8040","031-632-7159","https://104.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003774","부발초등학교","02","공립","","N","단설","주간","19321111","19321111","4150025321","경기도 이천시 부발읍 무촌리","195-5.","467863","17324","경기도 이천시 부발읍 무촌로 155","(부발읍,부발초등학교)","37.2866401221","127.488840831","031-632-5009","031-634-5025","https://bubal.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003775","부발초등학교백록분교장","02","공립","","Y","단설","주간","19701103","19701103","4150025324","경기도 이천시 부발읍 고백리","42-3.","467862","467862","경기도 이천시 부발읍 두무재로79번길 21-22","백록분교장","37.2866401221","127.488840831","031-636-5183","031-635-6547","www.bubal.es.kr","남녀공학","Y","20170301","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003776","설봉초등학교","02","공립","","N","병설","주간","19900901","19890601","4150010100","경기도 이천시 창전동","501번지.","467010","17358","경기도 이천시 향교로 129",", 설봉초등학교 (창전동)","37.2848240846","127.4524733874","031-635-7997","031-638-5662","seolbongcho.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003777","설성초등학교","02","공립","","N","병설","주간","19200913","19200913","4150037023","경기도 이천시 설성면 행죽리","78-1.","467881","17413","경기도 이천시 설성면 진상미로264번길 21-165","(설성면,설성초등학교)","37.1100955857","127.5374494027","031-641-8508","031-641-7716","https://sulsung.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003778","송곡초등학교","02","공립","","N","단설","주간","19410430","19410430","4150036024","",".","","17408","경기도 이천시 모가면 진상미로 1054","(모가면,송곡초등학교)","37.152412579","127.4839139162","031-632-3118","031-633-4495","https://songkok.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003779","신둔초등학교","02","공립","","N","병설","주간","19351201","19351201","4150031021","경기도 이천시 신둔면 수광리","262-1.","467843","17303","경기도 이천시 신둔면 경충대로3150번길 82-3","(신둔면)","37.3102696191","127.4035154934","031-632-7006","031-633-8325","https://sindun.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003780","신하초등학교","02","공립","","N","병설","주간","19590404","19590404","4150025300","경기도 이천시 부발읍 신하3리","374-2.","467865","17327","경기도 이천시 부발읍 경충대로2250번길 12","(부발읍,신하초등학교)","37.2609628129","127.4786238094","031-636-6750","031-637-6755","https://shinha.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003781","아미초등학교","02","공립","","N","단설","주간","20020501","20020301","4150025330","경기도 이천시 부발읍 아미리","761-1.","467866","17332","경기도 이천시 부발읍 신아로92번길 32","(부발읍, 아미초등학교)","37.258234347","127.4909793612","031-631-8743","031-631-8744","ami.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003782","안흥초등학교","02","공립","","N","단설","주간","20020302","20020302","4150010700","경기도 이천시 안흥동","344-1.","467050","17361","경기도 이천시 영창로300번길 16",", 안흥초등학교 (안흥동)","37.280142792","127.4561077712","031-631-7952","031-631-7956","https://icanheung.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003784","율면초등학교","02","공립","","N","병설","주간","19340501","19330803","4150038021","경기도 이천시 율면 고당리","545번지.","467891","17423","경기도 이천시 율면 고당로 48","(율면, 율면초등학교)","37.0881579933","127.5426976827","031-643-8176","031-643-1664","http://www.yulmyun.es.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003786","이천가산초등학교","02","공립","","N","단설","주간","19360410","19360410","4150025333","",".","","17405","경기도 이천시 부발읍 황무로2065번길 112","(부발읍)","37.2421270841","127.518130711","031-636-5045","031-637-9061","https://icks.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003787","이천남초등학교","02","공립","","N","단설","주간","19550401","19550401","4150010300","경기도 이천시 중리동 452~500","455.","467800","17377","경기도 이천시 경충대로2614번길 32","(중리동, 이천남초등학교)","37.2767856787","127.4442258043","031-633-3110","031-635-3597","https://icheonnam.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003788","이천단월초등학교","02","공립","","N","단설","주간","19540413","19540413","4150011200","경기도 이천시 단월동","182-3.","467120","17400","경기도 이천시 단월로 98",", 이천단월초등학교 (단월동)","37.2275715907","127.4517074067","031-633-4089","031-633-5808","https://icdanwol.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003789","이천매곡초등학교","02","공립","","N","단설","주간","19590315","19590315","4150033025","경기도 이천시 호법면 매곡리","188-1.","467821","17396","경기도 이천시 호법면 이섭대천로96번길 8",", 이천매곡초등학교 (호법면)","37.2146746422","127.394547173","031-694-1301","031-637-9066","icmg.es.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003790","이천송정초등학교","02","공립","","N","병설","주간","20020301","20020301","4150011000","경기도 이천시 송정동","375-23.","467040","17344","경기도 이천시 영창로45번길 165","(송정동, 송정초등학교)","37.2941148703","127.4333835294","031-631-8432","031-631-8434","https://icsje.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003791","이천초등학교","02","공립","","N","병설","주간","19110517","19110517","4150010100","경기도 이천시 창전동","수흥길 23.","17365","17365","경기도 이천시 서희로81번길 20","(창전동,이천초등학교)","37.2840227846","127.4422972129","031-633-7190","031-635-2655","https://2000.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003792","이황초등학교","02","공립","","N","단설","주간","19410401","19410401","4150025029","",".","","17414","경기도 이천시 장호원읍 경충대로 456-20","(장호원읍,이황초등학교)","37.1456107806","127.5877080174","031-641-0015","031-641-4884","https://ihwang.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003793","장천초등학교","02","공립","","N","단설","주간","19440401","19440401","4150037026","경기도 이천시 설성면 장천리","360-1.","467883","17411","경기도 이천시 설성면 설성로 165-25","(설성면,장천초등학교)","37.1457465552","127.5282421298","031-641-6023","031-641-0531","www.icjch.es.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003794","장호원초등학교","02","공립","","N","단설","주간","19110901","19110901","4150025021","경기도 이천시 장호원읍 장호원리","104.","467902","17420","경기도 이천시 장호원읍 장감로 46","(장호원읍, 장호원초등학교)","37.1157178325","127.627734332","031-641-2484","031-641-2483","https://janghowon.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003795","진가초등학교","02","공립","","N","단설","주간","19620509","19620509","4150036021","경기도 이천시 모가면 진가리","156.","467872","17408","경기도 이천시 모가면 진상미로 1321-14","(모가면,진가초등학교)","37.1743282839","127.478937048","031-634-9588","031-632-4437","https://jinga.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003798","표교초등학교","02","공립","","N","단설","주간","19440401","19440401","4150034027","경기도 이천시 마장면 목리","도드람길 16.","467813","17384","경기도 이천시 마장면 중부대로609번길 28-1",", 표교초등학교 (마장면, 표교초등학교)","37.2567439208","127.4058359944","031-636-8276","031-635-8656","https://icpyogyo.goeic.kr","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003799","한내초등학교","02","공립","","N","단설","주간","19981010","19981010","4150010900","경기도 이천시 증포동","70-5.","467110","17348","경기도 이천시 갈산로 71",", 한내초등학교 (증포동)","37.2903936228","127.4615061179","031-635-9773","031-636-9385","https://hannae.goeic.kr/hannae/main.do","남녀공학","N","","N"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090003800","호법초등학교","02","공립","","N","단설","주간","19350406","19350406","4150033023","",".","","17394","경기도 이천시 호법면 이섭대천로 537","(호법면)","37.2242852736","127.4272416787","031-632-9037","031-632-0117","https://ichobub.goeic.kr/","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003876","갈현초등학교","02","공립","","N","단설","주간","19490520","19490520","4148032023","",".","","10860","경기도 파주시 탄현면 평화로591번길 76","(탄현면)","37.4119107194","126.9876424977","031-945-9394","031-944-7819","https://www.goepj.kr/pgh-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003877","검산초등학교","02","공립","","N","단설","주간","19580407","19580407","4148010500","경기도 파주시 검산동","546번지.","413050","10848","경기도 파주시 검산로 10","(검산동,검산초등학교)","37.7761420396","126.7394517872","031-941-3172","031-945-1810","pjgs-e.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003878","교하초등학교","02","공립","","N","병설","주간","19071018","19071018","4148010700","경기도 파주시 교하동","337.","413831","10867","경기도 파주시 동편길 13","(교하동)","37.7537336691","126.7470741663","031-941-4706","031-945-1950","gyoha-e.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003879","군내초등학교","02","공립","","N","단설","주간","19110401","19110401","4148038000","경기도 파주시 군내면","백연리 산64.","413920","10800","경기도 파주시 군내면 통일촌길 226","(군내면,군내초등학교)","37.9059930933","126.7316581666","031-952-4391","031-954-2117","kunnae-e.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003881","금신초등학교","02","공립","","N","병설","주간","19570401","19570401","4148010100","경기도 파주시 금촌1동","369-1번지.","413011","10854","경기도 파주시 금신초교길 10",", 금신초등학교 (금촌동)","37.7683839278","126.7706985816","031-941-1931","031-943-2667","geumshin-e.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003882","금촌초등학교","02","공립","","N","단설","주간","19230501","19230501","4148010100","경기도 파주시 금촌1동","929-1번지.","413815","10927","경기도 파주시 동산3길 38-11","(금촌동, 금촌초등학교,공립금촌유치원)","37.762040173","126.7697387725","031-941-2013","031-945-2467","kumchon-e.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003883","능안초등학교","02","공립","","N","단설","주간","20000908","20000908","4148026226","",".","","10935","경기도 파주시 조리읍 능안로 145","(조리읍,능안초등학교)","37.7403947581","126.7927099575","031-946-0892","031-946-0904","http://neungan-e.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003884","대성동초등학교","02","공립","","N","단설","주간","19680508","19680508","4148038000","경기도 파주시 군내면","조산리 360.","413920","10800","경기도 파주시 군내면 대성동길 150",", 대성동초등학교 (군내면)","37.9438920012","126.6804576161","031-952-6113","031-954-0408","https://daesungdong-e.goepj.kr","남녀공학","N","","N"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090003885","덕암초등학교","02","공립","","N","단설","주간","19691116","19691116","4148026222","경기도 파주시 조리읍 뇌조리","457-1.","413821","10949","경기도 파주시 조리읍 등원로 199","(조리읍)","37.7651900149","126.8193976559","031-941-4209","031-944-0484","pjdeokam-e.goepj.kr","남녀공학","N","","N"
